Nom_complet;Sexe;Nuance;Elu;Région;Tendency
COQUELET Christophe;MASCULIN;ENS;False;Auvergne-Rhône-Alpes;Centre-Droite
PISANI Florence;FEMININ;UG;False;Auvergne-Rhône-Alpes;Gauche
GIVERNET Olga;FEMININ;ENS;True;Auvergne-Rhône-Alpes;Centre-Droite
KOTARAC Andréa;MASCULIN;RN;False;Auvergne-Rhône-Alpes;Extrême-Droite
MAÎTRE Christophe;MASCULIN;RN;False;Auvergne-Rhône-Alpes;Extrême-Droite
DIVE Julien;MASCULIN;LR;True;Hauts-de-France;Droite
RAY Nicolas;MASCULIN;LR;True;Auvergne-Rhône-Alpes;Droite
MONNET Yannick;MASCULIN;UG;True;Auvergne-Rhône-Alpes;Gauche
BOVET Jorys;MASCULIN;RN;True;Auvergne-Rhône-Alpes;Extrême-Droite
GIRARD Christian;MASCULIN;RN;True;Provence-Alpes-Côte d'Azur;Extrême-Droite
VAGINAY Sophie;FEMININ;UXD;True;Provence-Alpes-Côte d'Azur;Extrême-Droite
ROSSI Valérie;FEMININ;UG;True;Provence-Alpes-Côte d'Azur;Gauche
SAINTE-MARIE Jérôme;MASCULIN;RN;False;Provence-Alpes-Côte d'Azur;Extrême-Droite
TONNERRE Leïla;FEMININ;UG;False;Provence-Alpes-Côte d'Azur;Gauche
FERRAND Thierry;MASCULIN;RN;False;Provence-Alpes-Côte d'Azur;Extrême-Droite
GALBERT Franck;MASCULIN;RN;False;Provence-Alpes-Côte d'Azur;Extrême-Droite
LANDERER Dorette;FEMININ;RN;False;Provence-Alpes-Côte d'Azur;Extrême-Droite
QUIGNARD Laure;FEMININ;UG;False;Provence-Alpes-Côte d'Azur;Gauche
SALERNO Olivier;MASCULIN;UG;False;Provence-Alpes-Côte d'Azur;Gauche
PORQUET Céline;FEMININ;RN;False;Auvergne-Rhône-Alpes;Extrême-Droite
PALLOT Florence;FEMININ;UG;False;Auvergne-Rhône-Alpes;Gauche
VICTORY Michèle;FEMININ;UG;False;Auvergne-Rhône-Alpes;Gauche
TERMET Flavien;MASCULIN;RN;True;Grand Est;Extrême-Droite
WARSMANN Jean-Luc;MASCULIN;DVD;True;Grand Est;Droite
MESTER Pauline;FEMININ;RN;False;Grand Est;Extrême-Droite
ALOZY Michèle;FEMININ;RN;False;Occitanie;Extrême-Droite
GIRARDIN Olivier;MASCULIN;UG;False;Grand Est;Gauche
BAZIN-MALGRAS Valérie;FEMININ;LR;True;Grand Est;Droite
BARTHÈS Christophe;MASCULIN;RN;True;Occitanie;Extrême-Droite
ANDRIEU Philippe;MASCULIN;UG;False;Occitanie;Gauche
FALCON Frédéric;MASCULIN;RN;True;Occitanie;Extrême-Droite
ROUSSET Jean-François;MASCULIN;ENS;True;Occitanie;Centre-Droite
PAROLIN Marie-Christine;FEMININ;RN;False;Occitanie;Extrême-Droite
MAZARS Stéphane;MASCULIN;ENS;True;Occitanie;Centre-Droite
VERNY Gérault;MASCULIN;UXD;True;Provence-Alpes-Côte d'Azur;Extrême-Droite
GONZALEZ José;MASCULIN;RN;True;Provence-Alpes-Côte d'Azur;Extrême-Droite
BAUBRY Romain;MASCULIN;RN;True;Provence-Alpes-Côte d'Azur;Extrême-Droite
KOUKAS Nicolas;MASCULIN;UG;False;Provence-Alpes-Côte d'Azur;Gauche
OUGOURLOU-OGLOU Bernard;MASCULIN;UG;False;Provence-Alpes-Côte d'Azur;Gauche
TONUSSI Romain;MASCULIN;RN;True;Provence-Alpes-Côte d'Azur;Extrême-Droite
PENA Marc;MASCULIN;UG;True;Provence-Alpes-Côte d'Azur;Gauche
FOUQUART Emmanuel;MASCULIN;RN;True;Provence-Alpes-Côte d'Azur;Extrême-Droite
LÉCORCHÉ Pascaline;FEMININ;UG;False;Provence-Alpes-Côte d'Azur;Gauche
HENRY Chantal;FEMININ;RN;False;Normandie;Extrême-Droite
BOUYX Bertrand;MASCULIN;ENS;True;Normandie;Centre-Droite
CALBRIX Nicolas;MASCULIN;RN;False;Normandie;Extrême-Droite
DELAPORTE Arthur;MASCULIN;UG;True;Normandie;Gauche
PATRIER-LEITUS Jérémie;MASCULIN;ENS;True;Normandie;Centre-Droite
FOURREAU Emma;FEMININ;UG;False;Normandie;Gauche
LACROIX Gilles;MASCULIN;RN;False;Auvergne-Rhône-Alpes;Extrême-Droite
DESCOEUR Vincent;MASCULIN;DVD;True;Auvergne-Rhône-Alpes;Droite
LEBRAUD Virginie;FEMININ;UG;False;Nouvelle-Aquitaine;Gauche
MARTIN Barthélemy;MASCULIN;UXD;False;Nouvelle-Aquitaine;Extrême-Droite
MESNIER Thomas;MASCULIN;HOR;False;Nouvelle-Aquitaine;Centre-Droite
GERARD Raphaël;MASCULIN;ENS;False;Nouvelle-Aquitaine;Centre-Droite
BERTHOLOM Karen;FEMININ;RN;False;Nouvelle-Aquitaine;Extrême-Droite
MORIN Stéphane;MASCULIN;RN;False;Nouvelle-Aquitaine;Extrême-Droite
CHAUVEAU Emma;FEMININ;RN;False;Nouvelle-Aquitaine;Extrême-Droite
MONGELOUS Aymeric;MASCULIN;RN;False;Nouvelle-Aquitaine;Extrême-Droite
CORMIER-BOULIGEON François;MASCULIN;ENS;True;Centre-Val de Loire;Centre-Droite
GENTILLET Pierre;MASCULIN;RN;False;Centre-Val de Loire;Extrême-Droite
DUENAS Bastian;MASCULIN;RN;False;Centre-Val de Loire;Extrême-Droite
DUBOIS Francis;MASCULIN;LR;False;Nouvelle-Aquitaine;Droite
ELOPHE Valéry;MASCULIN;RN;False;Nouvelle-Aquitaine;Extrême-Droite
PARIS Didier;MASCULIN;ENS;False;Bourgogne-Franche-Comté;Centre-Droite
BRIGAND Hubert;MASCULIN;LR;True;Bourgogne-Franche-Comté;Droite
GODARD Océane;FEMININ;UG;True;Bourgogne-Franche-Comté;Gauche
PRIBETICH Pierre;MASCULIN;UG;True;Bourgogne-Franche-Comté;Gauche
GUYENOT Tatiana;FEMININ;RN;False;Bourgogne-Franche-Comté;Extrême-Droite
LE FUR Corentin;MASCULIN;LR;True;Bretagne;Droite
KIEFFER Antoine;MASCULIN;RN;False;Bretagne;Extrême-Droite
LUDE Noël;MASCULIN;RN;False;Bretagne;Extrême-Droite
LE BOULANGER Jean-Yves;MASCULIN;RN;False;Bretagne;Extrême-Droite
COSSON Mickaël;MASCULIN;ENS;True;Bretagne;Centre-Droite
SIMONET Valérie;FEMININ;DVD;False;Nouvelle-Aquitaine;Droite
DRUILLOLE Christelle;FEMININ;UG;False;Nouvelle-Aquitaine;Gauche
PEYTAVIE Sébastien;MASCULIN;UG;True;Nouvelle-Aquitaine;Gauche
CATHUS Christophe;MASCULIN;UG;False;Nouvelle-Aquitaine;Gauche
MARTIN Pascale;FEMININ;UG;False;Nouvelle-Aquitaine;Gauche
LUTZ Thomas;MASCULIN;RN;False;Bourgogne-Franche-Comté;Extrême-Droite
BLOCH Matthieu;MASCULIN;UXD;True;Bourgogne-Franche-Comté;Extrême-Droite
GRANGIER Géraldine;FEMININ;RN;True;Bourgogne-Franche-Comté;Extrême-Droite
GENEVARD Annie;FEMININ;LR;True;Bourgogne-Franche-Comté;Droite
VOYNET Dominique;FEMININ;UG;True;Bourgogne-Franche-Comté;Gauche
POCHON Marie;FEMININ;UG;True;Auvergne-Rhône-Alpes;Gauche
PAGANI Isabelle;FEMININ;UG;False;Auvergne-Rhône-Alpes;Gauche
POLLET Lisette;FEMININ;RN;True;Auvergne-Rhône-Alpes;Extrême-Droite
VALLON Jean-Paul;MASCULIN;RN;False;Auvergne-Rhône-Alpes;Extrême-Droite
VEYRI Timour;MASCULIN;UG;False;Normandie;Gauche
LOIR Christine;FEMININ;RN;True;Normandie;Extrême-Droite
BRUN Philippe;MASCULIN;UG;True;Normandie;Gauche
MAUVIEUX Kévin;MASCULIN;RN;True;Normandie;Extrême-Droite
HOUSSIN Timothée;MASCULIN;RN;True;Normandie;Extrême-Droite
MARLEIX Olivier;MASCULIN;LR;True;Centre-Val de Loire;Droite
VIGIER Philippe;MASCULIN;ENS;True;Centre-Val de Loire;Centre-Droite
BAY Christophe;MASCULIN;RN;False;Centre-Val de Loire;Extrême-Droite
KASBARIAN Guillaume;MASCULIN;ENS;True;Centre-Val de Loire;Centre-Droite
LE FUR Patrick;MASCULIN;RN;False;Bretagne;Extrême-Droite
BALANANT Erwan;MASCULIN;ENS;True;Bretagne;Centre-Droite
TANGUY Liliana;FEMININ;ENS;True;Bretagne;Centre-Droite
LE MEUR Annaïg;FEMININ;ENS;True;Bretagne;Centre-Droite
THOMAÏDIS Renée;FEMININ;RN;False;Bretagne;Extrême-Droite
LARSONNEUR Jean-Charles;MASCULIN;DVC;False;Bretagne;Centre
BIHOUEE Tony;MASCULIN;RN;False;Bretagne;Extrême-Droite
LE GAC Didier;MASCULIN;ENS;True;Bretagne;Centre-Droite
MARCANGELI Laurent;MASCULIN;ENS;True;Corse;Centre-Droite
COLOMBANI Paul-André;MASCULIN;REG;True;Corse;Autres
ACQUAVIVA Jean-Félix;MASCULIN;REG;False;Corse;Autres
CASTELLANI Michel;MASCULIN;REG;True;Corse;Autres
CADÈNE Nicolas;MASCULIN;UG;False;Occitanie;Gauche
ALLEGRET-PILOT Alexandre;MASCULIN;UXD;True;Occitanie;Extrême-Droite
BORD Arnaud;MASCULIN;UG;False;Occitanie;Gauche
BORDES Pascale;FEMININ;RN;True;Occitanie;Extrême-Droite
MENARD Charles;MASCULIN;UG;False;Occitanie;Gauche
DELCHARD Loïc;MASCULIN;RN;False;Occitanie;Extrême-Droite
BEX Christophe;MASCULIN;UG;True;Occitanie;Gauche
FALGAS-COLOMINA Caroline;FEMININ;RN;False;Occitanie;Extrême-Droite
PORTARRIEU Jean-François;MASCULIN;ENS;True;Occitanie;Centre-Droite
STAMBACH-TERRENOIR Anne;FEMININ;UG;True;Occitanie;Gauche
ALARCON Stéphanie;FEMININ;RN;False;Occitanie;Extrême-Droite
CLOUET Hadrien;MASCULIN;UG;True;Occitanie;Gauche
SIMION Arnaud;MASCULIN;UG;True;Occitanie;Gauche
DELRIEU Florian;MASCULIN;ENS;False;Occitanie;Centre-Droite
CAZENEUVE Jean-René;MASCULIN;ENS;True;Occitanie;Centre-Droite
CENDRÉ Alice;FEMININ;RN;False;Occitanie;Extrême-Droite
FELD Mathilde;FEMININ;UG;True;Nouvelle-Aquitaine;Gauche
DAVID Alain;MASCULIN;UG;True;Nouvelle-Aquitaine;Gauche
LAMARA Laurent;MASCULIN;RN;False;Nouvelle-Aquitaine;Extrême-Droite
METTE Sophie;FEMININ;ENS;True;Nouvelle-Aquitaine;Centre-Droite
DE FOURNAS Grégoire;MASCULIN;RN;False;Nouvelle-Aquitaine;Extrême-Droite
BOUDIÉ Florent;MASCULIN;ENS;True;Nouvelle-Aquitaine;Centre-Droite
ARY Ariane;FEMININ;ENS;False;Nouvelle-Aquitaine;Centre-Droite
CAZENAVE Thomas;MASCULIN;ENS;True;Nouvelle-Aquitaine;Centre-Droite
NAVEYS--DUMAS Clémence;FEMININ;RN;False;Nouvelle-Aquitaine;Extrême-Droite
BOURLIEUX Jimmy;MASCULIN;RN;False;Nouvelle-Aquitaine;Extrême-Droite
GALZY Stéphanie;FEMININ;RN;True;Occitanie;Extrême-Droite
BOUQUIN Manon;FEMININ;RN;True;Occitanie;Extrême-Droite
DOMBRE-COSTE Fanny;FEMININ;UG;True;Occitanie;Gauche
CARRIERE Sylvain;MASCULIN;UG;True;Occitanie;Gauche
MÉNARD Emmanuelle;FEMININ;DVD;False;Occitanie;Droite
BELAOUNI Nadia;FEMININ;UG;False;Occitanie;Gauche
OLIVA Josyan;MASCULIN;UXD;False;Occitanie;Extrême-Droite
MAILLART-MÉHAIGNERIE Laurence;FEMININ;ENS;False;Bretagne;Centre-Droite
GILOIS Françoise;FEMININ;RN;False;Bretagne;Extrême-Droite
MARION Tangi;MASCULIN;RN;False;Bretagne;Extrême-Droite
LEMOINE Dylan;MASCULIN;RN;False;Bretagne;Extrême-Droite
FRANÇOIS Jacques;MASCULIN;RN;False;Bretagne;Extrême-Droite
D'ORSANNE Virginie;FEMININ;RN;False;Bretagne;Extrême-Droite
MESMEUR Marie;FEMININ;UG;True;Bretagne;Gauche
FORISSIER Nicolas;MASCULIN;LR;True;Centre-Val de Loire;Droite
JOLIVET François;MASCULIN;HOR;True;Centre-Val de Loire;Centre-Droite
ALFANDARI Henri;MASCULIN;ENS;True;Centre-Val de Loire;Centre-Droite
DUCAMP François;MASCULIN;RN;False;Centre-Val de Loire;Extrême-Droite
LABARONNE Daniel;MASCULIN;ENS;True;Centre-Val de Loire;Centre-Droite
BAUMEL Laurent;MASCULIN;UG;True;Centre-Val de Loire;Gauche
PIERRE Benoist;MASCULIN;ENS;False;Centre-Val de Loire;Centre-Droite
RICHOL Joëlle;FEMININ;UG;False;Auvergne-Rhône-Alpes;Gauche
IORDANOFF Jérémie;MASCULIN;UG;True;Auvergne-Rhône-Alpes;Gauche
AUGUSTE Benoît;MASCULIN;RN;False;Auvergne-Rhône-Alpes;Extrême-Droite
BENE Cécile;FEMININ;RN;False;Auvergne-Rhône-Alpes;Extrême-Droite
MALANDRINO Anne-Marie;FEMININ;UXD;False;Auvergne-Rhône-Alpes;Extrême-Droite
JOLLY Alexis;MASCULIN;RN;True;Auvergne-Rhône-Alpes;Extrême-Droite
MICHEL Cécile;FEMININ;UG;False;Auvergne-Rhône-Alpes;Gauche
LACROIX Alexandre;MASCULIN;UXD;False;Auvergne-Rhône-Alpes;Extrême-Droite
CHATELAIN Cyrielle;FEMININ;UG;True;Auvergne-Rhône-Alpes;Gauche
MARTIN Élisa;FEMININ;UG;True;Auvergne-Rhône-Alpes;Gauche
GRUET Justine;FEMININ;LR;True;Bourgogne-Franche-Comté;Droite
GRABY Valérie;FEMININ;RN;False;Bourgogne-Franche-Comté;Extrême-Droite
MOSCA Thierry;MASCULIN;RN;False;Bourgogne-Franche-Comté;Extrême-Droite
FRANCESCHINI Sylvie;FEMININ;RN;False;Nouvelle-Aquitaine;Extrême-Droite
BIESBROUCK Ludovic;MASCULIN;RN;False;Nouvelle-Aquitaine;Extrême-Droite
FOSSEY Véronique;FEMININ;RN;False;Nouvelle-Aquitaine;Extrême-Droite
MARION Christophe;MASCULIN;ENS;True;Centre-Val de Loire;Centre-Droite
FESNEAU Marc;MASCULIN;ENS;True;Centre-Val de Loire;Centre-Droite
AUCANTE Nils;MASCULIN;DVD;False;Centre-Val de Loire;Droite
BONNET Sylvie;FEMININ;LR;True;Auvergne-Rhône-Alpes;Droite
TAITE Jean-Pierre;MASCULIN;LR;True;Auvergne-Rhône-Alpes;Droite
GRANGER Sandrine;FEMININ;RN;False;Auvergne-Rhône-Alpes;Extrême-Droite
MANDON Emmanuel;MASCULIN;ENS;True;Auvergne-Rhône-Alpes;Centre-Droite
SIMON Marie;FEMININ;RN;False;Auvergne-Rhône-Alpes;Extrême-Droite
BREUIL Hervé;MASCULIN;RN;False;Auvergne-Rhône-Alpes;Extrême-Droite
VIGIER Jean-Pierre;MASCULIN;LR;True;Auvergne-Rhône-Alpes;Droite
HEUZEY Alexandre;MASCULIN;RN;False;Auvergne-Rhône-Alpes;Extrême-Droite
PICHON Julio;MASCULIN;RN;False;Pays de la Loire;Extrême-Droite
COTREL Stéphanie;FEMININ;RN;False;Pays de la Loire;Extrême-Droite
BRARD Jean-Michel;MASCULIN;DVD;True;Pays de la Loire;Droite
JOSSO Sandrine;FEMININ;ENS;True;Pays de la Loire;Centre-Droite
AMADOU Aude;FEMININ;ENS;False;Pays de la Loire;Centre-Droite
BOUCHET Gauthier;MASCULIN;RN;False;Pays de la Loire;Extrême-Droite
ROUSSEL Fabrice;MASCULIN;UG;True;Pays de la Loire;Gauche
AMIOT Ségolène;FEMININ;UG;True;Pays de la Loire;Gauche
PECQUEUR Bryan;MASCULIN;RN;False;Pays de la Loire;Extrême-Droite
DE PÉLICHY Constance;FEMININ;DVD;True;Centre-Val de Loire;Droite
NOTTIN Bruno;MASCULIN;UG;False;Centre-Val de Loire;Gauche
LACAPELLE Jean-Lin;MASCULIN;RN;False;Centre-Val de Loire;Extrême-Droite
DUPLESSY Emmanuel;MASCULIN;UG;True;Centre-Val de Loire;Gauche
RABAULT Tiffanie;FEMININ;RN;False;Centre-Val de Loire;Extrême-Droite
RAMOS Richard;MASCULIN;ENS;True;Centre-Val de Loire;Centre-Droite
PRADIÉ Aurélien;MASCULIN;LR;True;Occitanie;Droite
TIEGNA Huguette;FEMININ;ENS;False;Occitanie;Centre-Droite
DELBOSQ Sébastien;MASCULIN;RN;False;Nouvelle-Aquitaine;Extrême-Droite
COURREGELONGUE Christophe;MASCULIN;UG;False;Nouvelle-Aquitaine;Gauche
COUSIN Annick;FEMININ;RN;False;Nouvelle-Aquitaine;Extrême-Droite
GOUSSEAU Luc-Etienne;MASCULIN;RN;False;Occitanie;Extrême-Droite
BLIN Anne-Laure;FEMININ;LR;True;Pays de la Loire;Droite
SAINT-PAUL Laëtitia;FEMININ;ENS;True;Pays de la Loire;Centre-Droite
GERNIGON François;MASCULIN;ENS;True;Pays de la Loire;Centre-Droite
LASCAUD Clémence;FEMININ;RN;False;Pays de la Loire;Extrême-Droite
PAVAGEAU Tim;MASCULIN;RN;False;Pays de la Loire;Extrême-Droite
METAYER Léo;MASCULIN;UG;False;Pays de la Loire;Gauche
BOURDOULEIX Gilles;MASCULIN;UXD;False;Pays de la Loire;Extrême-Droite
GOSSELIN Philippe;MASCULIN;DVD;True;Normandie;Droite
GIRY Pierre;MASCULIN;UXD;False;Normandie;Extrême-Droite
CONQUER Nicolas;MASCULIN;UXD;False;Normandie;Extrême-Droite
SORRE Bertrand;MASCULIN;ENS;True;Normandie;Centre-Droite
BESSON Thierry;MASCULIN;RN;False;Grand Est;Extrême-Droite
MICHELET Maxime;MASCULIN;UXD;True;Grand Est;Extrême-Droite
MAGNIER Lise;FEMININ;ENS;True;Grand Est;Centre-Droite
FRIGOUT Anne-Sophie;FEMININ;RN;False;Grand Est;Extrême-Droite
ALBERTINI Xavier;MASCULIN;ENS;True;Grand Est;Centre-Droite
BENTZ Christophe;MASCULIN;RN;True;Grand Est;Extrême-Droite
CADENAS Jean-Michel;MASCULIN;RN;False;Pays de la Loire;Extrême-Droite
BELL Annie;FEMININ;RN;False;Pays de la Loire;Extrême-Droite
GAROT Guillaume;MASCULIN;UG;True;Pays de la Loire;Gauche
BOULOGNE Anthony;MASCULIN;RN;True;Grand Est;Extrême-Droite
PECHER Louis-Joseph;MASCULIN;EXD;False;Grand Est;Extrême-Droite
MERCIER Estelle;FEMININ;UG;True;Grand Est;Gauche
WEBER Frédéric;MASCULIN;RN;True;Grand Est;Extrême-Droite
BILDE Dominique;FEMININ;RN;False;Grand Est;Extrême-Droite
MAILLOT Geneviève;FEMININ;RN;False;Grand Est;Extrême-Droite
PANCHER Bertrand;MASCULIN;DVD;False;Grand Est;Droite
MOLAC Paul;MASCULIN;REG;True;Bretagne;Autres
MARTIN Joseph;MASCULIN;RN;False;Bretagne;Extrême-Droite
DE KERSAUSON Florent;MASCULIN;RN;False;Bretagne;Extrême-Droite
LE PEIH Nicole;FEMININ;ENS;True;Bretagne;Centre-Droite
JACQUES Jean-Michel;MASCULIN;ENS;True;Bretagne;Centre-Droite
MÉTAYER Lysiane;FEMININ;ENS;False;Bretagne;Centre-Droite
PHILIPPO Baptiste;MASCULIN;RN;False;Grand Est;Extrême-Droite
DI FILIPPO Fabien;MASCULIN;LR;True;Grand Est;Droite
JENFT Pascal;MASCULIN;RN;True;Grand Est;Extrême-Droite
JACOBELLI Laurent;MASCULIN;RN;True;Grand Est;Extrême-Droite
BELHADDAD Belkhir;MASCULIN;ENS;True;Grand Est;Centre-Droite
CHOMARD Victor;MASCULIN;RN;False;Grand Est;Extrême-Droite
VOINCON Marie-Claude;FEMININ;RN;False;Grand Est;Extrême-Droite
PAUL Christian;MASCULIN;UG;False;Bourgogne-Franche-Comté;Gauche
GOULET Perrine;FEMININ;ENS;True;Bourgogne-Franche-Comté;Centre-Droite
PARMENTIER-LECOCQ Charlotte;FEMININ;ENS;True;Hauts-de-France;Centre-Droite
CATTEAU Victor;MASCULIN;RN;False;Hauts-de-France;Extrême-Droite
BERNALICIS Ugo;MASCULIN;UG;True;Hauts-de-France;Gauche
TESSON Thierry;MASCULIN;RN;True;Hauts-de-France;Extrême-Droite
GARDES Jean-Baptiste;MASCULIN;UXD;False;Hauts-de-France;Extrême-Droite
MOULIN Maxime;MASCULIN;RN;False;Hauts-de-France;Extrême-Droite
BERTELOOT Pierrick;MASCULIN;RN;False;Hauts-de-France;Extrême-Droite
BARA Laurence;FEMININ;RN;False;Hauts-de-France;Extrême-Droite
LANDRU Christine;FEMININ;RN;False;Hauts-de-France;Extrême-Droite
VERBRUGGHE Bastien;MASCULIN;RN;False;Hauts-de-France;Extrême-Droite
GOKEL Julien;MASCULIN;DIV;True;Hauts-de-France;Autres
LISO Brigitte;FEMININ;ENS;True;Hauts-de-France;Centre-Droite
GERARD Félicie;FEMININ;HOR;True;Hauts-de-France;Centre-Droite
LECLERCQ Carole;FEMININ;RN;False;Hauts-de-France;Extrême-Droite
LEYS Ethan;MASCULIN;RN;False;Hauts-de-France;Extrême-Droite
HABERT-DASSAULT Victor;MASCULIN;LR;False;Hauts-de-France;Droite
WOERTH Eric;MASCULIN;ENS;True;Hauts-de-France;Centre-Droite
MAGNIER David;MASCULIN;RN;True;Hauts-de-France;Extrême-Droite
SABATOU Alexandre;MASCULIN;RN;True;Hauts-de-France;Extrême-Droite
GUINIOT Michel;MASCULIN;RN;True;Hauts-de-France;Extrême-Droite
BRASSENS Bertrand;MASCULIN;UG;False;Hauts-de-France;Gauche
JOURDAN Chantal;FEMININ;UG;True;Normandie;Gauche
PETCHENINA Ludmila;FEMININ;RN;False;Normandie;Extrême-Droite
LOUWAGIE Véronique;FEMININ;DVD;True;Normandie;Droite
PANNIER-RUNACHER Agnès;FEMININ;ENS;True;Hauts-de-France;Centre-Droite
EVRARD Auguste;MASCULIN;RN;True;Hauts-de-France;Extrême-Droite
DOLLE Benoît;MASCULIN;RN;False;Hauts-de-France;Extrême-Droite
COISNE Hadrien;MASCULIN;ENS;False;Hauts-de-France;Centre-Droite
DUMONT Pierre-Henri;MASCULIN;LR;False;Hauts-de-France;Droite
GOLLIOT Antoine;MASCULIN;RN;True;Hauts-de-France;Extrême-Droite
DUPRÉ Isabelle;FEMININ;RN;False;Auvergne-Rhône-Alpes;Extrême-Droite
CHASSAIGNE André;MASCULIN;UG;True;Auvergne-Rhône-Alpes;Gauche
LINGEMANN Delphine;FEMININ;ENS;True;Auvergne-Rhône-Alpes;Centre-Droite
VICHNIEVSKY Laurence;FEMININ;ENS;False;Auvergne-Rhône-Alpes;Centre-Droite
PRONONCE Hervé;MASCULIN;ENS;False;Auvergne-Rhône-Alpes;Centre-Droite
MATTEÏ Jean-Paul;MASCULIN;ENS;True;Nouvelle-Aquitaine;Centre-Droite
CRESSON Nicolas;MASCULIN;RN;False;Nouvelle-Aquitaine;Extrême-Droite
ECHANIZ Iñaki;MASCULIN;UG;True;Nouvelle-Aquitaine;Gauche
DUFAU Peio;MASCULIN;UG;True;Nouvelle-Aquitaine;Gauche
CAPDEVIELLE Colette;FEMININ;UG;True;Nouvelle-Aquitaine;Gauche
POUEYTO Josy;FEMININ;ENS;True;Nouvelle-Aquitaine;Centre-Droite
FÉGNÉ Denis;MASCULIN;UG;True;Occitanie;Gauche
SORIN Marie-Christine;FEMININ;RN;False;Occitanie;Extrême-Droite
MARTINEZ Michèle;FEMININ;RN;True;Occitanie;Extrême-Droite
DOGOR-SUCH Sandrine;FEMININ;RN;True;Occitanie;Extrême-Droite
BLANC Sophie;FEMININ;RN;True;Occitanie;Extrême-Droite
DAUBENBERGER Delphine;FEMININ;RN;False;Grand Est;Extrême-Droite
HETZEL Patrick;MASCULIN;LR;True;Grand Est;Droite
SITZENSTUHL Charles;MASCULIN;ENS;True;Grand Est;Centre-Droite
MOREL Louise;FEMININ;ENS;True;Grand Est;Centre-Droite
BERNHARDT Théo;MASCULIN;RN;True;Grand Est;Extrême-Droite
THIEBAUT Vincent;MASCULIN;ENS;True;Grand Est;Centre-Droite
STUDER Bruno;MASCULIN;ENS;False;Grand Est;Centre-Droite
JORON Virginie;FEMININ;RN;False;Grand Est;Extrême-Droite
KLINKERT Brigitte;FEMININ;ENS;True;Grand Est;Centre-Droite
ZIMMERMANN Christian;MASCULIN;RN;False;Grand Est;Extrême-Droite
OTT Hubert;MASCULIN;ENS;True;Grand Est;Centre-Droite
SCHELLENBERGER Raphaël;MASCULIN;LR;True;Grand Est;Droite
FUCHS Bruno;MASCULIN;ENS;True;Grand Est;Centre-Droite
PINTO Pierre;MASCULIN;RN;False;Grand Est;Extrême-Droite
GERY Jonathan;MASCULIN;RN;True;Auvergne-Rhône-Alpes;Extrême-Droite
LOUIS Patrick;MASCULIN;UXD;False;Auvergne-Rhône-Alpes;Extrême-Droite
BROCARD Blandine;FEMININ;ENS;True;Auvergne-Rhône-Alpes;Centre-Droite
HUMBERT DUPALAIS Alexandre;MASCULIN;UXD;False;Auvergne-Rhône-Alpes;Extrême-Droite
PATOUT Cecile;FEMININ;RN;False;Auvergne-Rhône-Alpes;Extrême-Droite
LAHMAR Abdelkader;MASCULIN;UG;True;Auvergne-Rhône-Alpes;Gauche
LUISIER Clémence;FEMININ;RN;False;Auvergne-Rhône-Alpes;Extrême-Droite
RUNEL Sandrine;FEMININ;UG;True;Auvergne-Rhône-Alpes;Gauche
BOUMERTIT Idir;MASCULIN;UG;True;Auvergne-Rhône-Alpes;Gauche
AMARD Gabriel;MASCULIN;UG;True;Auvergne-Rhône-Alpes;Gauche
JONCOUR Tiffany;FEMININ;RN;True;Auvergne-Rhône-Alpes;Extrême-Droite
CHRETIEN Alain;MASCULIN;ENS;False;Bourgogne-Franche-Comté;Centre-Droite
UNTERMAIER Cécile;FEMININ;UG;False;Bourgogne-Franche-Comté;Gauche
REBEYROTTE Rémy;MASCULIN;ENS;False;Bourgogne-Franche-Comté;Centre-Droite
DAMIEN Olivier;MASCULIN;RN;False;Bourgogne-Franche-Comté;Extrême-Droite
DIRX Benjamin;MASCULIN;ENS;True;Bourgogne-Franche-Comté;Centre-Droite
SANVERT Arnaud;MASCULIN;RN;True;Bourgogne-Franche-Comté;Extrême-Droite
DELPECH Julie;FEMININ;ENS;True;Pays de la Loire;Centre-Droite
GRELIER Jean-Carles;MASCULIN;ENS;True;Pays de la Loire;Centre-Droite
LEBOUCHER Elise;FEMININ;UG;True;Pays de la Loire;Gauche
FEVRE François;MASCULIN;UXD;False;Pays de la Loire;Extrême-Droite
MARTINEAU Eric;MASCULIN;ENS;True;Pays de la Loire;Centre-Droite
DEGOIS Typhanie;FEMININ;UXD;False;Auvergne-Rhône-Alpes;Extrême-Droite
ROLLAND Vincent;MASCULIN;LR;True;Auvergne-Rhône-Alpes;Droite
COULOMME Jean-François;MASCULIN;UG;True;Auvergne-Rhône-Alpes;Gauche
DAUCHY Marie;FEMININ;RN;False;Auvergne-Rhône-Alpes;Extrême-Droite
VIOLLAND Anne-Cécile;FEMININ;ENS;True;Auvergne-Rhône-Alpes;Centre-Droite
BOUVARD Anis;MASCULIN;RN;False;Auvergne-Rhône-Alpes;Extrême-Droite
ROIT-LEVÊQUE Guillaume;MASCULIN;RN;False;Auvergne-Rhône-Alpes;Extrême-Droite
VALENTIN Antoine;MASCULIN;UXD;False;Auvergne-Rhône-Alpes;Extrême-Droite
LUHO Magalie;FEMININ;RN;False;Auvergne-Rhône-Alpes;Extrême-Droite
ROSEREN Xavier;MASCULIN;ENS;True;Auvergne-Rhône-Alpes;Centre-Droite
